name,partner_1,partner_2,partner_3,partner_4,partner_5,partner_6,partner_7,partner_8,partner_9,partner_10,partner_11,partner_12,partner_13,partner_14,partner_15,partner_16
Birdv1_losslessG-lossyA_6.ply,2.0,4.5,3.0,3.0,3.5,2.0,3.0,3.0,2.0,3.0,2.5,2.0,2.0,4.0,2.5,2.0
Mario_GaussianShifting_5.ply,2.0,3.5,3.0,4.0,3.0,2.5,2.5,2.5,2.0,2.0,2.5,2.5,3.0,2.0,2.0,3.0
lowpolycarsset1_UniformShifting_5.ply,2.0,4.0,2.0,4.0,3.5,2.5,2.5,2.5,2.0,2.0,3.0,2.5,3.0,2.0,2.5,3.5
Baldness_lossless-geom-lossy-attrs_6.ply,3.0,5.0,4.0,4.5,4.0,4.0,3.5,3.5,3.5,4.0,4.0,3.0,3.0,4.5,4.0,4.0
Facade00009_LocalLoss_2.ply,1.5,3.0,3.0,3.5,2.0,3.0,2.5,3.0,1.5,2.5,3.0,2.0,4.0,3.5,3.0,3.0
basketballplayer_QuantizationNoise_1.ply,3.0,4.5,3.5,4.0,4.0,4.5,3.5,3.5,3.0,4.0,4.0,3.5,3.5,4.0,3.5,4.0
ToyDog_DownSample_6.ply,2.0,4.0,1.5,3.5,3.5,3.0,2.5,3.0,2.0,2.0,2.5,2.0,3.0,2.5,3.0,2.5
Rock1_SaturationDistortion_1.ply,2.5,5.0,3.5,4.5,4.5,4.5,4.0,4.0,3.5,4.0,3.5,3.0,3.0,4.0,3.0,4.0
RyukinGoldfish_C2AI-lossless-geom-lossy-attrs_7.ply,2.5,4.0,3.0,4.0,4.0,4.0,3.0,2.5,3.0,3.5,3.0,3.5,2.5,3.5,3.5,3.5
RpManuelAnimated001Dancing_LocalRotation_4.ply,2.0,3.0,2.5,3.0,1.5,2.5,2.0,1.5,1.0,2.0,2.5,1.0,2.5,2.0,2.0,1.5
Kangaroo_lossless-geom-lossy-attrs_3.ply,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,5.0,4.5,4.5,5.0,4.5,5.0
Caffe_ColorNoise_6.ply,2.5,4.5,3.0,4.0,4.0,4.0,3.5,3.0,3.0,3.0,3.5,3.0,3.0,4.0,3.0,3.5
RpManuelAnimated001Dancing_C2AI-lossless-geom-lossy-attrs_7.ply,1.5,3.0,2.0,3.0,2.0,1.5,2.5,2.0,1.5,1.5,2.5,2.0,2.5,3.0,3.0,2.5
Dolphin_ContrastDistortion_4.ply,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.5,2.5,2.5,2.0,2.0,3.0,2.5,1.5
dancer_losslessG-limitlossyA_5.ply,4.0,4.5,4.5,4.0,4.0,4.0,4.0,4.0,3.0,4.5,4.5,3.0,3.0,4.5,4.0,4.0
Duck_CorrelatedGaussianNoise_2.ply,2.5,4.5,4.0,4.5,4.0,4.5,4.0,4.0,3.0,4.0,4.0,3.5,3.5,4.0,3.0,3.5
Soccer_CorrelatedGaussianNoise_2.ply,2.5,4.5,3.5,4.0,4.0,4.0,3.5,3.0,3.0,3.5,3.5,3.0,3.0,4.0,3.0,4.0
Beagle_LumaNoise_1.ply,5.0,5.0,5.0,5.0,4.5,5.0,5.0,5.0,4.5,5.0,4.5,5.0,4.5,4.5,5.0,5.0
RpMeiPosed001_CorrelatedGaussianNoise_4.ply,2.5,4.0,3.0,3.5,3.5,3.5,3.0,3.0,2.0,3.0,3.0,2.5,3.0,3.5,3.0,3.5
Wood_UniformNoise_4.ply,4.5,5.0,4.5,4.5,4.0,5.0,4.0,3.5,2.5,4.0,3.5,3.0,3.5,4.5,3.0,4.5
lowpolycarsset2_lossy-geom-lossy-attrs_3.ply,4.0,4.5,5.0,4.5,4.0,5.0,4.0,4.5,4.0,5.0,5.0,4.0,4.5,4.5,5.0,5.0
Caffe_LumaNoise_7.ply,1.5,3.0,2.5,3.5,3.0,2.5,3.5,3.0,2.0,2.5,2.5,2.0,2.5,3.5,2.0,2.0
QQdog_C2AI-lossy-geom-lossless-attrs_5.ply,4.0,4.0,3.0,5.0,4.0,3.5,3.0,4.0,2.5,4.0,3.0,3.5,3.5,4.0,4.0,4.5
Dolphin_RayleighNoise_1.ply,4.0,5.0,4.5,4.5,4.0,4.5,4.5,4.0,3.5,4.5,4.0,4.0,3.0,4.5,4.0,4.5
Caffe_CorrelatedGaussianNoise_5.ply,2.5,3.0,3.0,3.5,4.0,3.0,2.5,3.0,2.0,2.5,2.5,2.5,3.0,3.5,3.0,3.5
MuteSwan_UniformShifting_5.ply,2.0,3.0,2.5,3.5,3.0,3.0,2.0,3.0,2.0,2.0,2.5,2.5,3.0,2.5,2.0,3.0
RpClaudiaRigged_UniformNoise_1.ply,4.0,4.5,5.0,4.5,4.5,5.0,5.0,4.0,4.0,5.0,4.5,4.0,5.0,4.5,4.0,4.5
lowpolycarsset2_lossy-geom-lossy-attrs_6.ply,1.0,2.0,2.5,3.5,3.0,2.5,1.5,2.5,2.0,1.5,2.5,2.0,3.0,2.0,2.0,2.0
lowpolycarsset1_lossless-geom-nearlossless-attrs_6.ply,3.0,3.5,4.0,4.0,4.0,3.0,4.0,3.5,2.5,3.5,3.5,2.0,3.0,3.5,3.0,4.0
soldier_C2AI-lossy-geom-lossless-attrs_1.ply,2.5,3.5,4.0,3.5,2.5,4.0,3.0,2.5,2.5,3.0,3.5,2.0,3.0,3.5,3.5,3.5
MuteSwan_lossless-geom-lossy-attrs_5.ply,4.5,5.0,5.0,5.0,4.0,4.5,3.5,3.5,3.0,5.0,3.5,3.0,3.0,4.0,4.0,4.5
AustralianCattleDog_LumaNoise_7.ply,1.0,2.0,2.5,3.5,2.0,2.0,2.0,2.5,2.0,2.5,2.5,1.5,2.0,3.5,2.0,1.5
model_SaltpepperNoise_7.ply,1.0,1.5,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.5,2.5,1.5,2.0,2.0,3.0,1.5
ToyDog_reconstruction_7.ply,1.0,3.0,2.5,4.0,1.5,3.0,2.5,2.0,1.0,2.0,3.0,2.5,2.5,2.5,2.0,2.5
soldier_C2AI-lossy-geom-lossless-attrs_5.ply,1.5,3.5,2.5,4.0,2.0,3.0,2.0,3.0,2.0,2.5,3.5,2.0,2.5,3.5,3.0,3.5
redandblack_ColorQuantizationDither_6.ply,2.0,4.0,3.0,4.0,3.5,3.5,3.5,3.0,2.5,3.5,3.5,3.0,3.0,4.0,3.5,3.5
Dolphin_RayleighNoise_5.ply,1.5,4.0,3.0,3.5,3.5,3.5,3.0,3.0,2.0,3.0,3.5,2.0,2.5,3.5,3.0,3.0
Baldness_PoissonNoise_4.ply,3.0,5.0,4.5,4.5,4.0,5.0,4.0,4.0,3.0,4.5,4.5,4.0,3.5,4.5,3.0,4.0
Statue_limitlossyG-lossyA_3.ply,4.5,5.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,5.0,4.5,5.0
redandblack_ColorQuantizationDither_4.ply,3.5,4.5,4.0,4.5,4.0,4.5,4.0,3.0,2.5,3.5,3.5,3.0,3.5,4.5,3.5,3.5
Birdv1_MeanShift_5.ply,2.0,3.5,2.5,4.0,3.0,3.5,2.5,3.5,2.5,2.5,2.5,2.0,2.5,3.5,2.5,3.0
EmperorPenguin_DownSample_4.ply,3.0,5.0,4.0,4.5,3.5,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.5,3.0
Birdv5_Octree_3.ply,1.0,2.0,2.0,3.5,3.0,3.0,2.0,3.0,2.0,2.0,2.5,2.0,2.5,2.5,2.0,3.0
Baldness_limitlossyG-lossyA_5.ply,1.0,1.5,2.0,3.5,1.5,1.5,1.5,2.5,1.0,2.0,2.5,1.5,2.0,2.5,2.0,1.0
Mario_GaussianNoise_1.ply,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.5,3.0,3.5,3.5,3.5,3.5,4.0,3.0,3.5
Rock1_Octree_5.ply,1.0,2.0,1.5,3.5,3.0,3.0,1.5,2.5,1.0,1.5,2.5,2.0,2.5,1.5,2.0,2.0
RpMeiPosed001_LocalRotation_5.ply,1.0,3.0,1.5,2.0,1.0,1.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0
SpiderMonkey_C2AI-lossy-geom-lossy-attrs_6.ply,2.0,4.0,3.5,4.5,3.0,4.5,3.5,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.5,3.5
QQdog_C2AI-lossy-geom-lossless-attrs_3.ply,3.5,5.0,4.5,5.0,3.5,4.5,4.0,5.0,5.0,5.0,4.5,4.5,4.0,4.5,4.5,5.0
Asterix_GammaNoise_1.ply,2.0,3.0,3.5,4.0,4.0,4.0,3.0,3.5,2.5,3.0,3.5,2.5,3.0,4.0,3.0,3.5
HouseWithoutRoof_QuantizationNoise_5.ply,3.5,3.5,4.0,3.5,4.0,4.5,3.5,3.5,2.5,4.0,3.5,3.5,3.0,4.0,2.5,4.5
AustralianCattleDog_LumaNoise_3.ply,2.5,3.0,2.5,4.0,3.0,3.0,3.5,3.0,2.0,3.0,3.0,2.0,2.5,4.0,2.5,3.5
RpFabiennePercyPosed001_ContrastDistortion_3.ply,3.0,4.0,3.0,4.0,3.5,3.5,2.5,3.5,2.0,3.0,3.5,2.5,3.0,4.0,2.5,3.5
matilda_GaussianShifting_3.ply,2.0,3.5,2.0,3.5,2.5,3.0,2.0,2.5,2.0,2.5,3.0,2.0,2.5,3.5,2.0,3.5
basketballplayer_lossless-geom-nearlossless-attrs_5.ply,3.0,5.0,4.5,4.5,3.5,4.0,4.0,4.0,3.5,4.0,4.5,3.5,3.5,4.5,3.5,4.0
Dolphin_ContrastDistortion_5.ply,1.0,2.0,1.5,3.0,2.0,1.0,1.5,2.5,1.5,2.0,2.5,1.5,2.0,2.0,2.0,2.0
model_ColorNoise_4.ply,3.0,4.5,3.5,4.0,4.0,4.0,3.0,4.0,2.5,3.0,4.0,3.0,3.0,4.5,3.5,3.5
EasternHognoseSnake_DownSample_5.ply,3.0,5.0,4.5,4.5,4.0,4.5,3.5,4.0,3.0,4.5,3.5,4.0,3.5,4.5,3.5,4.0
Soccer_MeanShift_7.ply,1.0,1.5,1.0,2.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BricksWall_HighFrequencyNoise_6.ply,3.0,4.5,3.5,4.0,4.0,3.0,3.0,3.0,3.0,3.5,2.5,3.0,3.0,4.0,3.0,4.0
Thaidancer_C2AI-lossy-geom-lossy-attrs_7.ply,1.0,3.0,2.0,3.5,2.0,2.5,2.5,2.5,1.5,2.0,3.0,2.0,2.5,3.0,2.0,2.5
Kangaroo_UniformShifting_3.ply,2.0,3.5,3.0,4.0,3.0,3.5,2.5,3.5,2.0,3.0,3.5,2.5,3.0,4.0,3.0,3.5
Statue_limitlossyG-lossyA_7.ply,1.0,1.5,1.0,3.5,1.5,2.0,1.5,1.5,1.0,1.0,2.5,1.5,2.0,1.5,2.0,1.5
PjanicFace_GammaNoise_7.ply,1.5,2.0,2.5,3.5,2.5,3.0,2.0,3.0,1.5,3.0,2.5,2.0,2.5,2.5,2.0,2.0
model_HighFrequencyNoise_3.ply,2.0,4.5,3.5,4.0,4.0,3.0,3.0,3.5,2.5,3.5,3.5,2.5,3.0,3.5,3.0,3.0
RedHorse_LocalRotation_2.ply,1.5,3.5,3.0,3.0,1.5,3.5,3.0,2.5,2.0,2.5,2.5,2.0,3.0,2.5,3.0,3.5
BirdToucan_MeanShift_4.ply,2.0,3.0,2.5,4.0,3.5,3.5,3.5,3.0,2.5,3.5,3.0,2.5,3.0,4.0,2.0,3.5
lowpolycarsset1_UniformShifting_1.ply,3.5,5.0,4.0,4.5,4.0,4.5,3.5,4.0,3.0,4.0,4.0,3.5,3.5,4.5,3.0,4.0
longdress_losslessG-lossyA_5.ply,3.0,4.0,4.0,4.0,3.0,4.0,3.5,3.5,2.5,3.5,3.5,2.5,3.5,4.0,2.0,3.5
jetanima_UniformShifting_3.ply,2.0,4.0,3.0,4.0,3.0,3.5,2.5,2.5,2.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0
AustralianCattleDog_limitlossyG-lossyA_4.ply,4.0,5.0,5.0,5.0,3.5,4.5,4.5,3.5,3.5,4.0,4.5,4.0,4.0,5.0,3.0,4.0
Dolphin_ContrastDistortion_3.ply,1.0,1.5,2.0,4.0,2.0,2.0,2.5,3.0,2.0,2.5,2.5,2.0,2.5,3.5,2.0,3.0
jetanima_MultiplicativeGaussianNoise_4.ply,1.5,3.5,3.0,4.0,4.0,3.0,2.0,3.0,2.0,2.5,2.5,2.0,3.0,3.5,3.0,3.5
Birdv5_Octree_5.ply,1.0,2.5,1.5,3.0,2.5,2.5,1.5,2.5,1.5,1.5,2.5,2.0,2.5,2.5,2.0,1.5
BricksWall_GammaNoise_7.ply,1.5,2.5,2.5,4.0,2.5,3.0,2.0,2.5,2.0,2.5,3.0,2.0,2.5,3.0,2.0,3.0
Man_C2AI-lossy-geom-lossy-attrs_6.ply,2.0,4.0,4.0,4.5,3.0,4.0,3.5,3.5,2.5,4.0,4.0,3.0,3.0,4.0,2.0,4.0
BricksWall_limitlossyG-lossyA_5.ply,1.5,3.5,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.5,2.5,2.5,4.0,2.0,3.0
MuteSwan_UniformShifting_4.ply,2.0,4.0,3.0,4.0,3.0,3.5,2.5,3.0,2.0,2.0,3.0,2.5,2.5,3.0,3.5,2.5
QQdog_MeanShift_7.ply,1.5,2.0,2.5,3.5,3.0,2.0,2.0,3.0,2.5,2.5,2.5,2.0,2.5,3.5,2.0,2.5
RattleSnake_lossless-geom-nearlossless-attrs_3.ply,3.5,5.0,5.0,5.0,4.0,5.0,4.5,5.0,5.0,5.0,5.0,4.5,5.0,4.0,5.0,5.0
Cat_PoissonNoise_7.ply,2.0,4.5,3.0,4.0,4.0,4.0,3.5,4.0,2.5,3.0,3.0,2.5,3.0,4.5,3.0,3.5
RpDennisPosed004_LocalOffset_3.ply,1.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.5,1.5,2.5,3.0,3.0,3.0
longdress_RayleighNoise_5.ply,1.5,2.5,2.5,4.0,3.0,3.5,2.5,3.0,2.0,3.0,3.0,2.0,3.0,3.5,2.0,2.5
Statue_limitlossyG-lossyA_6.ply,1.0,2.5,2.0,3.5,2.0,3.0,1.5,2.5,1.5,1.5,2.5,1.5,2.0,2.0,2.0,2.0
Asterix_reconstruction_6.ply,2.0,4.0,4.0,4.5,3.5,4.5,4.0,4.0,3.0,3.5,4.0,3.0,3.5,2.5,2.0,4.0
StatueV1_C2AI-lossless-geom-lossy-attrs_7.ply,2.0,3.5,2.0,3.5,3.0,3.0,3.0,2.5,1.0,1.5,3.0,2.0,3.0,2.0,2.0,3.5
RattleSnake_lossless-geom-nearlossless-attrs_4.ply,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,4.5,4.0,4.5,4.0,5.0,5.0
Caffe_C2AI-lossy-geom-lossless-attrs_7.ply,2.0,4.0,3.5,4.0,2.5,3.5,3.0,3.0,2.5,2.5,3.0,2.0,3.0,3.0,3.0,2.5
queen_SaturationDistortion_2.ply,3.5,5.0,3.5,4.0,4.0,4.5,3.5,4.0,3.0,4.0,4.0,2.0,3.0,4.5,3.0,3.5
queen_ColorNoise_6.ply,2.5,3.5,3.0,3.5,3.5,3.0,2.0,3.0,2.0,3.0,2.5,3.0,3.0,3.5,3.0,3.0
HorseV2_UniformNoise_7.ply,2.5,3.5,3.0,4.0,4.0,4.0,3.0,3.5,2.5,3.5,3.0,2.5,3.0,4.0,3.0,3.0
Table_SaturationDistortion_5.ply,1.0,3.5,2.5,3.5,2.5,2.5,2.5,3.0,2.0,2.5,2.5,2.0,2.5,4.0,2.0,2.0
BirdToucan_MeanShift_1.ply,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.5,4.5,5.0,5.0,5.0
DuckV1_reconstruction_3.ply,2.5,4.5,5.0,4.5,3.0,4.5,3.5,3.5,3.5,4.0,4.5,4.0,3.0,3.5,3.0,3.5
soldier_DownSample_7.ply,1.0,3.0,2.0,3.5,2.5,2.5,2.0,2.5,2.0,2.0,2.5,2.0,3.0,3.0,2.0,3.0
StreetRoad_losslessG-lossyA_6.ply,2.0,5.0,3.5,4.0,3.5,3.5,3.0,3.0,2.5,4.0,4.0,2.0,3.0,4.0,3.0,3.5
Soccer_MeanShift_4.ply,2.0,3.5,3.0,4.0,2.5,2.5,2.5,3.0,2.0,2.5,2.5,2.0,2.5,4.0,2.0,3.0
RyukinGoldfish_lossy-geom-lossy-attrs_5.ply,3.0,4.5,4.5,4.0,4.0,4.0,3.5,3.5,3.0,4.5,4.0,4.0,3.0,4.5,4.0,4.0
RpDennisPosed004_UniformNoise_3.ply,3.0,4.0,4.0,4.5,4.0,4.5,3.5,3.5,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.5
bristleback_MultiplicativeGaussianNoise_1.ply,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.5,3.0,4.0,3.5,3.0,3.0,4.5,3.0,3.5
QQdog_C2AI-lossy-geom-lossless-attrs_1.ply,4.0,4.5,5.0,5.0,3.5,5.0,5.0,5.0,4.0,4.5,5.0,4.0,5.0,4.5,4.5,5.0
Wood_UniformNoise_1.ply,4.0,5.0,5.0,5.0,4.5,5.0,5.0,5.0,3.5,5.0,5.0,4.0,4.5,4.5,5.0,4.5
crabV2_ColorQuantizationDither_4.ply,3.0,5.0,3.0,3.5,3.5,4.0,3.0,3.5,2.5,3.5,3.0,2.5,3.0,4.0,2.0,3.5
RedHorse_LocalRotation_3.ply,1.0,3.0,3.0,3.0,1.5,3.0,3.0,1.5,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0
CardiganWelshCorgi_ColorNoise_5.ply,2.5,4.5,4.0,4.5,4.0,4.0,3.5,3.5,3.0,4.0,3.5,3.0,3.0,4.5,3.0,3.0
StreetRoad_losslessG-lossyA_7.ply,2.0,5.0,3.0,3.5,3.0,3.0,2.0,3.0,2.5,4.0,3.0,2.0,2.5,3.5,2.5,3.5
MuteSwan_lossless-geom-lossy-attrs_6.ply,3.5,4.5,4.5,4.0,3.0,4.5,3.5,3.5,3.0,4.0,3.0,3.0,3.0,4.0,3.5,4.5
EasternHognoseSnake_DownSample_3.ply,4.0,5.0,5.0,5.0,4.0,5.0,4.5,4.5,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.5
SeaTurtle_C2AI-lossy-geom-lossless-attrs_7.ply,2.5,4.0,3.5,4.0,3.0,3.5,3.0,3.5,3.0,5.0,4.0,2.5,3.0,4.5,3.0,3.5
Thaidancer_LumaNoise_7.ply,2.0,2.0,2.5,4.0,3.0,2.5,3.0,3.0,2.0,3.0,2.5,2.5,2.5,4.0,2.0,3.0
Fish_GammaNoise_7.ply,1.5,2.0,3.0,3.5,2.5,2.0,2.0,2.5,2.0,2.5,2.5,2.5,2.5,3.0,2.0,2.5
Caffe_ContrastDistortion_5.ply,1.5,2.0,2.0,3.5,2.0,2.0,2.0,2.5,2.0,2.5,2.0,2.0,2.5,3.5,2.0,2.5
DuckV1_CorrelatedGaussianNoise_1.ply,4.0,5.0,5.0,5.0,4.5,5.0,5.0,5.0,4.5,5.0,5.0,4.0,4.0,5.0,5.0,5.0
Asterix_MultiplicativeGaussianNoise_7.ply,2.0,2.0,2.5,3.5,2.5,2.0,2.0,2.0,1.5,2.0,2.5,2.0,2.0,2.5,3.0,2.5
Wood_DownSample_6.ply,2.0,3.0,3.5,4.0,3.0,3.5,2.0,3.0,2.0,3.0,2.5,3.0,2.5,3.0,3.5,3.0
Chicken_QuantizationNoise_3.ply,3.0,5.0,4.5,4.0,3.0,4.5,4.0,4.0,3.0,4.5,3.5,3.0,3.0,4.0,3.0,5.0
DuckV1_CorrelatedGaussianNoise_3.ply,2.5,4.0,3.5,5.0,4.0,4.5,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.5,3.0,4.0
BirdToucan_MeanShift_7.ply,1.5,2.0,2.5,3.5,2.5,2.5,2.5,3.0,2.0,2.5,2.5,2.5,2.5,3.5,2.0,2.0
ScarletSnake_C2AI-lossy-geom-lossless-attrs_1.ply,2.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.5,3.0,3.0,4.0,4.0,3.5
Asterix_MultiplicativeGaussianNoise_4.ply,1.5,3.0,2.0,3.5,3.0,3.0,2.5,3.0,1.5,2.0,2.5,2.0,2.5,3.0,3.0,3.0
Facade00064_losslessG-limitlossyA_6.ply,2.0,4.5,3.0,4.0,3.0,3.5,3.5,3.5,3.0,2.0,3.5,3.0,3.0,4.0,3.5,3.5
RpManuelAnimated001Dancing_CorrelatedGaussianNoise_3.ply,2.5,3.5,3.5,4.0,3.5,4.0,3.0,3.0,2.5,3.0,3.0,3.5,3.0,4.0,3.0,3.5
lowpolycarsset1_ChromaticAberration_3.ply,2.0,3.0,3.0,3.5,3.0,4.0,2.5,3.5,2.0,3.5,3.0,2.5,3.0,4.0,2.0,3.0
RpFabiennePercyPosed001_C2AI-lossless-geom-lossy-attrs_3.ply,3.5,5.0,4.5,5.0,4.0,4.5,3.5,4.0,4.0,4.5,4.5,4.0,3.0,4.5,4.0,4.0
BricksWall_QuantizationNoise_5.ply,3.5,5.0,5.0,4.0,3.5,4.0,3.5,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.5,4.0
Horse_SaturationDistortion_3.ply,1.5,3.0,2.5,4.0,2.5,2.5,3.0,3.5,2.0,4.0,2.5,2.5,2.5,3.5,2.0,2.5
Facade00009_losslessG-limitlossyA_7.ply,3.5,5.0,4.0,5.0,4.0,5.0,3.5,3.5,3.0,4.0,4.5,3.5,4.0,4.0,3.5,4.0
Birdv1_MeanShift_3.ply,2.5,3.0,3.0,4.0,4.0,4.0,3.0,4.0,2.5,3.0,3.0,3.0,3.0,4.0,3.0,3.5
soldier_DownSample_3.ply,4.0,4.5,4.5,4.5,4.0,4.0,3.5,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.5,4.5
Statue_GammaNoise_7.ply,1.5,2.0,1.5,3.5,3.0,2.0,2.0,3.0,1.5,2.5,2.5,2.0,2.5,2.0,2.0,2.5
Mario_Octree_3.ply,1.5,2.5,3.0,3.5,3.0,3.0,2.0,3.0,2.0,2.5,2.5,2.5,2.5,2.5,2.0,2.5
Duck_RayleighNoise_3.ply,2.0,3.0,3.5,4.0,3.5,3.5,2.5,3.5,2.5,4.0,4.0,3.0,3.0,3.5,2.0,3.5
Duck_RayleighNoise_7.ply,1.5,2.5,2.0,3.5,3.0,2.5,2.0,2.5,2.0,3.5,2.5,2.5,2.5,3.0,2.0,2.5
Fish_GammaNoise_4.ply,2.0,3.0,3.0,4.0,3.5,4.0,2.5,3.5,2.0,3.0,3.0,3.0,3.0,4.0,2.0,2.5
BB8New_LocalOffset_4.ply,1.5,3.0,3.0,3.0,1.5,3.0,2.0,2.0,2.0,2.0,2.5,1.5,3.0,3.0,3.0,2.5
BirdV4_MultiplicativeGaussianNoise_7.ply,1.5,2.0,2.0,3.5,3.0,3.0,2.5,3.0,2.0,2.5,2.5,2.5,2.5,3.0,3.0,3.0
redandblack_SaturationDistortion_4.ply,2.0,3.0,2.5,3.5,2.5,3.5,2.5,3.0,2.0,2.5,2.5,2.5,2.0,4.0,2.0,2.0
HearNoEvilMonkey_SaturationDistortion_4.ply,2.0,3.0,3.0,3.5,2.5,3.5,3.0,3.0,2.0,2.5,3.0,2.5,2.0,4.5,2.0,2.5
RyukinGoldfish_lossy-geom-lossy-attrs_3.ply,4.0,5.0,5.0,5.0,5.0,4.5,5.0,4.5,4.5,5.0,5.0,4.5,3.5,5.0,4.5,5.0
SpiderMonkey_LocalLoss_5.ply,1.5,3.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.5,1.5,2.0,2.5,2.0,2.5
Facade00064_LocalOffset_1.ply,1.5,3.0,2.5,3.0,1.5,3.0,2.5,2.5,2.0,2.5,2.5,1.5,3.0,3.0,2.5,2.5
RpDennisPosed004_LocalOffset_5.ply,1.5,2.5,1.0,1.5,1.0,1.5,0.0,1.0,1.0,1.5,1.0,1.0,1.5,1.0,1.5,1.0
HouseWithoutRoof_GaussianShifting_4.ply,1.5,3.0,3.0,4.0,2.0,3.0,1.5,3.0,2.0,2.5,3.5,2.5,2.5,3.0,2.0,3.0
queen_ColorNoise_4.ply,2.0,4.0,4.0,4.0,3.5,3.5,3.0,3.5,3.0,3.5,4.0,3.0,3.0,4.0,3.0,3.5
Caffe_LumaNoise_3.ply,2.0,3.0,2.5,4.0,3.5,4.0,3.0,4.0,2.5,3.5,2.5,3.0,3.0,4.0,2.0,3.0
Baldness_PoissonNoise_6.ply,2.0,4.0,3.5,4.0,4.0,4.0,3.0,4.0,2.5,3.5,3.5,3.5,3.0,4.5,2.0,3.5
SeaTurtle_HighFrequencyNoise_7.ply,2.0,4.0,3.0,4.0,3.5,3.5,2.5,3.0,2.0,3.0,2.5,3.0,3.0,3.5,3.0,3.0
longdress_losslessG-lossyA_3.ply,4.5,5.0,5.0,5.0,4.5,5.0,5.0,4.5,5.0,5.0,4.5,4.5,4.5,5.0,5.0,5.0
SpiderMonkey_LocalLoss_1.ply,2.5,5.0,5.0,5.0,5.0,4.5,3.0,2.5,3.0,5.0,3.0,2.5,3.5,3.5,4.0,4.0
Rock1_lossless-geom-lossy-attrs_5.ply,3.0,4.5,4.5,4.5,4.0,4.5,4.0,3.5,3.0,4.5,4.0,3.5,3.0,5.0,4.0,4.0
Wood_Octree_4.ply,1.0,2.0,1.0,3.5,1.5,1.5,1.5,2.0,1.0,1.5,2.0,2.0,1.0,2.0,2.0,1.0
ToyDog_MultiplicativeGaussianNoise_1.ply,3.0,5.0,5.0,4.5,4.0,4.5,4.0,4.0,2.5,3.5,4.0,3.0,3.0,4.5,3.0,5.0
Facade00009_RayleighNoise_5.ply,2.0,3.0,2.5,4.0,3.5,3.0,3.0,3.0,2.0,3.0,3.5,2.5,2.5,3.5,2.0,3.0
Handcream_C2AI-lossy-geom-lossy-attrs_5.ply,3.0,4.0,5.0,4.5,4.0,4.5,4.0,4.0,3.5,4.0,4.5,3.5,3.0,4.5,4.0,3.5
bristleback_MultiplicativeGaussianNoise_3.ply,3.0,4.0,3.5,3.5,3.5,4.0,3.0,3.0,2.5,3.5,2.5,3.0,3.0,4.0,3.0,3.0
Caffe_C2AI-lossy-geom-lossless-attrs_5.ply,2.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.5,3.0,3.5,3.0,4.0,3.5,3.0
exercise_losslessG-lossyA_7.ply,1.0,2.5,2.0,3.5,2.0,2.0,2.0,2.5,2.0,2.5,2.5,2.5,2.0,3.5,2.0,1.5
matilda_GaussianShifting_1.ply,3.0,4.5,4.5,4.0,4.0,4.5,3.5,4.0,3.0,4.5,4.5,3.5,4.0,4.5,4.0,3.5
ToyDog_lossless-geom-nearlossless-attrs_5.ply,3.0,4.5,4.0,4.0,3.5,3.5,3.0,3.5,3.0,4.0,3.5,3.0,3.0,4.0,3.5,3.5
BB8New_C2AI-lossy-geom-lossy-attrs_7.ply,2.5,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.5,4.0,3.5,3.0,3.0,4.0,3.0,3.5
RpDennisPosed004_LocalOffset_1.ply,2.5,3.0,3.0,3.5,1.5,3.0,3.0,2.0,2.5,3.5,3.0,2.0,3.0,3.0,3.0,3.0
BB8New_SaltpepperNoise_5.ply,2.0,4.5,3.0,3.5,3.0,3.0,3.0,3.0,2.5,3.0,2.5,3.0,2.5,3.5,2.5,3.0
